customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0892-XXXXX,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.19,1270.39,No
0893-XXXXX,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,83.45,1244.01,No
0894-XXXXX,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,96.70768765417623,2862.82,Yes
0895-XXXXX,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.0,1343.7,Yes
0896-XXXXX,Female,0,Yes,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,21.58,481.26,No
0897-XXXXX,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,94.31390461900345,4451.7,Yes
0898-XXXXX,Male,0,Yes,No,60,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.53973688561528,6915.9,Yes
0899-XXXXX,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.23152538099455,3674.3,No
0900-XXXXX,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),102.85203538547489,3876.69,Yes
0901-XXXXX,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,64.78,861.64,Yes
0902-XXXXX,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),116.79267392538817,4289.72,Yes
0903-XXXXX,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.16,259.5,Yes
0904-XXXXX,Male,0,No,No,8,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.93028537563481,826.37,Yes
0905-XXXXX,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,87.67729578390228,3490.18,Yes
0906-XXXXX,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,109.05,1590.24,No
0907-XXXXX,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,56.163424522732356,1324.91,No
0908-XXXXX,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,91.69,2360.98,No
0909-XXXXX,Male,1,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.99,1129.4,No
0910-XXXXX,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,141.89360739083844,7257.25,No
0911-XXXXX,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,130.71695544316853,4192.54,No
0912-XXXXX,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,82.80602965140633,5095.72,No
0913-XXXXX,Female,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.52,3362.87,Yes
0914-XXXXX,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.79440685102652,3063.23,Yes
0915-XXXXX,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.87,6120.98,Yes
0916-XXXXX,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.28,3461.3,Yes
0917-XXXXX,Female,0,Yes,No,55,No,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,20.04,1102.68,No
0918-XXXXX,Male,0,No,Yes,33,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.11,1801.23,No
0919-XXXXX,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,68.7945144843103,4296.74,No
0920-XXXXX,Female,1,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),38.85,2124.13,No
0921-XXXXX,Female,1,No,Yes,24,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,98.14,2297.18,No
0922-XXXXX,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,82.79961032938179,1847.54,Yes
0923-XXXXX,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.88,3468.2,No
0924-XXXXX,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.82,2488.16,Yes
0925-XXXXX,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.18407291274724,3341.91,Yes
0926-XXXXX,Female,0,Yes,No,49,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.42,4935.56,Yes
0927-XXXXX,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.91909547751442,793.53,No
0928-XXXXX,Male,1,Yes,No,17,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),92.12,1626.26,No
0929-XXXXX,Female,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.41,1111.86,No
0930-XXXXX,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.04061713462806,1696.23,No
0931-XXXXX,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),123.98202234211313,7854.0,Yes
0932-XXXXX,Male,0,No,No,26,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),68.18,1849.56,No
0933-XXXXX,Female,0,No,No,61,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.03,2215.04,No
0934-XXXXX,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.36617391583451,1504.8,No
0935-XXXXX,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),96.646573800196,631.5,No
0936-XXXXX,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.57130251875535,1655.42,No
0937-XXXXX,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),121.73112266226758,8378.64,Yes
0938-XXXXX,Male,0,No,Yes,15,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,121.904543382857,1818.32,Yes
0939-XXXXX,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.33917616227495,1532.94,Yes
0940-XXXXX,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24.53,287.22,No
0941-XXXXX,Male,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.6,1717.86,No
0942-XXXXX,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,47.76115530601824,2830.07,No
0943-XXXXX,Male,0,No,No,68,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,28.35,1905.38,No
0944-XXXXX,Male,0,Yes,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.34,6716.07,No
0945-XXXXX,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.08290805019636,4065.32,Yes
0946-XXXXX,Female,1,No,No,66,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),127.74603218666655,8400.42,Yes
0947-XXXXX,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.12,866.48,No
0948-XXXXX,Female,1,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),56.20295845401267,3376.22,Yes
0949-XXXXX,Male,0,Yes,Yes,46,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.93,3011.12,No
0950-XXXXX,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.62,367.44,Yes
0951-XXXXX,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),111.81264639006247,111.81264639006247,No
0952-XXXXX,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,131.5682891271834,910.56,Yes
0953-XXXXX,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.95,740.16,No
0954-XXXXX,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.71511282524581,2272.63,Yes
0955-XXXXX,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.06,1188.12,No
0956-XXXXX,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.61346923240389,3004.9,No
0957-XXXXX,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),83.14435425680907,2216.64,Yes
0958-XXXXX,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.38665108692568,4261.86,Yes
0959-XXXXX,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,133.5245580083365,8227.27,Yes
0960-XXXXX,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.730685317109916,743.71,No
0961-XXXXX,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.23,611.95,No
0962-XXXXX,Female,1,No,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,51.63,3413.9,Yes
0963-XXXXX,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.04,3078.3,No
0964-XXXXX,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,37.0172109099919,756.78,Yes
0965-XXXXX,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.46392154888986,3516.02,No
0966-XXXXX,Female,0,Yes,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,113.63,4694.03,No
0967-XXXXX,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.52,3538.16,Yes
0968-XXXXX,Female,0,No,No,63,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),83.08880260451232,5160.18,Yes
0969-XXXXX,Male,1,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,88.81,647.84,No
0970-XXXXX,Male,1,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),100.95,3843.64,Yes
0971-XXXXX,Male,0,No,No,15,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.22,1204.86,No
0972-XXXXX,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.66,3270.32,No
0973-XXXXX,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.48,981.35,No
0974-XXXXX,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.42933926051393,4110.95,No
0975-XXXXX,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),85.66243725389502,5691.55,No
0976-XXXXX,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.53,1954.18,No
0977-XXXXX,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),94.56758118288538,5910.71,No
0978-XXXXX,Male,0,No,Yes,59,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.33,1824.48,No
0979-XXXXX,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.05,1731.33,No
0980-XXXXX,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,88.406833549413,2411.75,Yes
0981-XXXXX,Female,0,No,Yes,24,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.00199429311998,1518.89,No
0982-XXXXX,Female,0,Yes,No,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.87,791.7,No
0983-XXXXX,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),76.43,3364.93,Yes
0984-XXXXX,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,39.79967756340051,2362.53,No
0985-XXXXX,Female,0,Yes,Yes,26,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),36.33,1050.3,No
0986-XXXXX,Female,0,No,Yes,42,No,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,97.67,4098.09,No
0987-XXXXX,Male,0,No,Yes,30,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.82,815.93,Yes
0988-XXXXX,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.72,1362.74,Yes
0989-XXXXX,Female,0,No,No,59,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.96,7105.94,No
0990-XXXXX,Male,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,106.09692939675037,3183.29,Yes
0991-XXXXX,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),121.44349340609298,3356.24,No
0992-XXXXX,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),100.86853921059071,1401.5,Yes
0993-XXXXX,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.99,1375.85,Yes
0994-XXXXX,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.81,1530.22,No
0995-XXXXX,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.41159725748997,742.39,No
0996-XXXXX,Female,0,No,No,70,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,125.07782198757926,8805.58,Yes
0997-XXXXX,Male,0,Yes,Yes,62,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.64,2669.37,No
0998-XXXXX,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.13155468270139,1097.92,Yes
0999-XXXXX,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),111.21417221091505,7556.19,No
1000-XXXXX,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.34,750.74,Yes
1001-XXXXX,Female,1,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),97.93,2878.15,No
1002-XXXXX,Female,0,No,No,9,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.92,203.76,Yes
1003-XXXXX,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),106.17615886080314,4791.29,Yes
1004-XXXXX,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,103.62284804380359,3671.76,No
1005-XXXXX,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,100.19,1935.98,Yes
1006-XXXXX,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,100.49173560283339,2185.69,No
1007-XXXXX,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.6,2866.67,Yes
1008-XXXXX,Female,0,No,Yes,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.19,1788.7,No
1009-XXXXX,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,116.29287279786763,1221.56,Yes
1010-XXXXX,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,77.22873688859295,695.0,Yes
1011-XXXXX,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),113.2,531.75,No
1012-XXXXX,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.89,1248.58,No
1013-XXXXX,Male,0,No,No,53,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.03,2443.54,No
1014-XXXXX,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,136.09610156734536,494.85,Yes
1015-XXXXX,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.31,853.31,No
1016-XXXXX,Male,0,No,No,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.25,160.57,Yes
1017-XXXXX,Male,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,47.8,2251.16,No
1018-XXXXX,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,53.88802160561849,3205.22,No
1019-XXXXX,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,107.81,4112.26,No
1020-XXXXX,Male,1,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.300826228667,4955.23,No
1021-XXXXX,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.32,1178.83,No
1022-XXXXX,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.1,2117.88,Yes
1023-XXXXX,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.86,455.74,Yes
1024-XXXXX,Female,1,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,85.08795605243174,5364.71,Yes
1025-XXXXX,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),69.50569261377075,3127.72,Yes
1026-XXXXX,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.93,197.55,No
1027-XXXXX,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),122.73096418371583,759.88,Yes
1028-XXXXX,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,58.29,3803.18,Yes
1029-XXXXX,Male,0,Yes,No,20,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,100.38,2070.28,No
1030-XXXXX,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.81,2238.5,No
1031-XXXXX,Male,0,Yes,No,55,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),119.65,6653.66,No
1032-XXXXX,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),131.9475959713618,7332.25,Yes
1033-XXXXX,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),138.5043394853837,181.79,Yes
1034-XXXXX,Male,0,Yes,No,44,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.08,3201.17,No
1035-XXXXX,Female,0,No,Yes,66,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),31.13,2102.33,No
1036-XXXXX,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.31,1823.39,Yes
1037-XXXXX,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.39,878.23,No
1038-XXXXX,Male,1,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,440.43,No
1039-XXXXX,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,67.44,3575.11,Yes
1040-XXXXX,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,113.75487783976888,914.54,Yes
1041-XXXXX,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.42897047693388,3616.13,No
1042-XXXXX,Male,0,Yes,No,30,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.03,2944.21,Yes
1043-XXXXX,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),125.74288694692682,5793.02,Yes
1044-XXXXX,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,112.12098908107659,4040.81,Yes
1045-XXXXX,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,101.72490388864423,7137.98,Yes
1046-XXXXX,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.57791635789532,7461.49,Yes
1047-XXXXX,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,78.43,1625.52,No
1048-XXXXX,Female,0,No,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,42.64,48.58,Yes
1049-XXXXX,Male,1,No,Yes,35,No,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,61.69388928402151,2160.92,No
1050-XXXXX,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.72,3474.15,Yes
1051-XXXXX,Male,0,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.23,6504.69,Yes
1052-XXXXX,Female,1,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,1658.91,Yes
1053-XXXXX,Female,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,130.6594374570522,5387.62,No
1054-XXXXX,Male,0,Yes,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.2,76.37,No
1055-XXXXX,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,95.88748585114072,5299.07,No
1056-XXXXX,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.36,711.96,Yes
1057-XXXXX,Female,0,No,No,28,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,67.00751654375756,1890.03,Yes
1058-XXXXX,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,121.28484705574355,3688.07,No
1059-XXXXX,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.44,264.6,Yes
1060-XXXXX,Female,1,Yes,No,36,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.71,1087.72,No
1061-XXXXX,Female,1,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.7,1547.57,No
1062-XXXXX,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.13,1468.18,Yes
